@id,@lon,@lat,name,name:mk,name:en
2411245454,22.4792131,41.1968125,,,
2411245458,22.4814659,41.1972565,,,
2411245501,22.4812355,41.1971839,,,
2411245522,22.4806937,41.1977649,,,
2411245523,22.4811390,41.1974945,,,
2411245557,22.4801463,41.1967197,,,
2487777865,20.9700679,42.0060294,,,
2487777871,20.9736336,42.0042450,,,
2487777884,20.9717630,42.0053837,,,
2487777886,20.9733724,42.0045386,,,
2487777891,20.9728037,42.0042914,,,
2487777892,20.9735279,42.0043393,,,
2487777896,20.9707223,42.0048057,,,
2487777900,20.9699606,42.0057544,,,
2487777907,20.9735762,42.0044270,,,
2487777909,20.9733761,42.0040258,,,
2487777910,20.9698265,42.0061650,,,
2487777911,20.9712534,42.0045147,,,
2487777917,20.9717722,42.0044005,,,
2487777919,20.9736014,42.0047393,,,
2487777923,20.9722780,42.0043552,,,
2487777929,20.9703897,42.0059098,,,
2487777934,20.9702181,42.0056747,,,
2487777943,20.9690433,42.0055630,,,
2487777945,20.9698839,42.0052575,,,
2545342992,20.9139859,40.9776464,ЈЗУ Завод за превенција лекување и рехабилитација на хронични респираторни неспецифични заболувања  Отешево,,PHI Institute for Prevention Treatment and Rehabilitation of Chronic Respiratory Nonspecific Diseases  Oteševo
2574157872,22.5564969,41.3156008,JZU Zdravstven dom Valandovo,,
2580571875,21.5626767,41.3445413,,,
2588860382,21.5642847,41.3424646,,,
2588861489,21.5645095,41.3426136,,,
2670727606,22.6393219,41.4351790,Стара Градска болница,,
2674521006,21.5626192,41.3413343,,,
2891532999,22.5899086,42.0191328,,,
2893230087,21.4559663,41.0422922,,,
2918276497,20.9672026,41.8302786,,,
2918276498,20.9669677,41.8299606,,,
2918276499,20.9673706,41.8297933,,,
2918276500,20.9676098,41.8301129,,,
2918382246,20.9746913,41.8396457,,,
2918382247,20.9746587,41.8395367,,,
2918382248,20.9747238,41.8395124,,,
2918382249,20.9747807,41.8396275,,,
3022359063,22.3340869,42.2050632,Пензионерски здравствен дом,,Retirement Health Clinic
3026939347,20.6028615,41.6069015,,,
3045700179,22.0822141,41.4802697,,,
3045700180,22.0831626,41.4801636,,,
3045700181,22.0841535,41.4784560,,,
3045700182,22.0840686,41.4778090,,,
3045700183,22.0816903,41.4782757,,,
3045700184,22.0818318,41.4789863,,,
3045700185,22.0822282,41.4790076,,,
3107179427,21.4341010,41.9926795,,,
3107179428,21.4343303,41.9926942,,,
3107182429,21.4342285,41.9927375,,,
3107182430,21.4343626,41.9926533,,,
3107182431,21.4340634,41.9925220,,,
3107182432,21.4339508,41.9926676,,,
3107182433,21.4340205,41.9927054,,,
3107182434,21.4341331,41.9925898,,,
3107182435,21.4343517,41.9928464,,,
3107182436,21.4341412,41.9926137,,,
3107182437,21.4342800,41.9926723,,,
3107182438,21.4344679,41.9926992,,,
3107182439,21.4341707,41.9925699,,,
3107182440,21.4342964,41.9927672,,,
3107182441,21.4342640,41.9928082,,,
3162774861,22.4655010,41.6359650,,,
3392666037,21.5628791,41.3446287,,,
3428338299,21.5624124,41.3414832,,,
3428338300,21.5624865,41.3414227,,,
3647042375,21.7343791,42.1197425,Poliklinika "Goce Delcev",,
3650810327,21.4016169,42.0025193,,,
3650810528,21.4016675,42.0024779,,,
3695204472,22.7797778,41.9652957,,,
3696527260,22.7806657,41.9661917,,,
3696527261,22.7807087,41.9661738,,,
3696527263,22.7807288,41.9661617,,,
3696527264,22.7816327,41.9654551,,,
3696527265,22.7816527,41.9654276,,,
3696527266,22.7816616,41.9653918,,,
3696527269,22.7815973,41.9653163,,,
